"state","city","city_layoff"
"California","6330 Nancy Ridge Drive #107&108 Nancy Ridge II San Diego CA 92121",10
"California","6375 San Ignacio Avenue San Jose CA 95119",93
"California","640 W. 2nd Street Antioch CA 94509",8
"California","6400 E. Pacific Coast Highway Long Beach CA 90803",86
"California","6422 Commerce Dr. Fremont CA 94555",7
"California","644 N. Twin Oaks Valley Road San Marcos CA 92069",47
"California","649 Benet Rd. Oceanside CA 92058",86
"California","649 W. Mission Ave. Room 2400
 Escondido CA 92025",6
"California","6504 Kaiser Dr. Fremont CA 94555",13
"California","651 Tank Farm Road San Luis Obispo CA 93401",94
"California","6530 Paseo Padre Pkwy Fremont CA 94555",3
"California","6550 Mira Mesa Blvd San Diego CA 92121",46
"California","65500 Lincoln Street Mecca CA 92254",186
"California","6552 Kaiser Dr. Fremont CA 94555",14
"California","658 East San Ysidro Blvd. San Ysidro CA 92173",58
"California","6591 Dumbarton Cir. Fremont CA 94555",64
"California","6601 Overlake Place Newark CA 94560",36
"California","6700 Dumbarton Cir. Fremont CA 94555",18
"California","6807 Airport Drive Riverside CA 92504",31
"California","6830 Airport Drive Suite A Riverside CA 92504",30
"California","687 S. Anderson St. Los Angeles CA 90023",14
"California","699 Serramonte Blvd. Daly City CA 94015",5
"California","6th 42210 Street Lancaster CA 93534",215
"California","700 Eubanks Drive Vacaville CA 95688",120
"California","7000 Gateway Blvd Newark CA 94560",632
"California","7005 Southfront Road Livermore CA 94551",216
"California","702 American Way Glendale CA 91210",40
"California","705 Sixth Avenue San Diego CA 92101",44
"California","71 South Los Carneros Road Goleta CA 93117",96
"California","710 Bancroft Way Berkeley CA 94710",62
"California","710 Broadway Santa Monica CA 90401",83
"California","715 Dwight Way Berkeley CA 94710",1
"California","7231 Garden Grove Blvd. Suite K Garden Grove CA 92841",9
"California","7300 Gateway Blvd. Newark CA 94560",144
"California","7300 Medical Center Drive West Hills CA 91307",1
"California","7301 District Blvd. Bakersfield CA 93313",905
"California","732 N Norma Street, Unit B Ridgecrest CA 93555",36
"California","73321 Fred Waring Dr. Palm Desert CA 92260",70
"California","7364 Marathon Drive, Suite B Livermore CA 94550",44
"California","745 Heinz Avenue Berkeley CA 94710",1
"California","75 Nielson Street Watsonville CA 95076",658
"California","75 Rowland Way Novato CA 94945",3
"California","7580 Cherry Avenue Fontana CA 92336",9
"California","760 Market Street, 8th Floor San Francisco CA 94102",120
"California","765 Heinz Avenue Berkeley CA 94710",1
"California","7661 Becker Road Davis CA 95618",6
"California","767 S. Alameda St. Ste 400 Los Angeles CA 90021",27
"California","770 Lindaro St San Rafael CA 94901",62
"California","7720 Kenamar Court Ste A San Diego CA 92121",100
"California","777 Mariners Island Blvd #210 San Mateo CA 94402",132
"California","780 S Airport Blvd. San Francisco CA 94128",35
"California","7825 Fay Avenue Suite 160 La Jolla CA 92037",5
"California","7825 San Leandro Street Oakland CA 94621",193
"California","7837 Herschel Avenue La Jolla CA 92037",57
"California","7901 Frost Street San Diego CA 92123",65
"California","799 Market Street, 8th Floor San Francisco CA 94103",111
"California","7999 Gateway Blvd #320 Newark CA 94560",2
"California","7th 2929 Street Berkeley CA 94710",4
"California","800 Chestnut Street San Francisco CA 94133",74
"California","800 N. State College Blvd. Fullerton CA 92831",140
"California","800 West Olympic Blvd Los Angeles CA 90015",3
"California","8000 Marina Blvd. Brisbane CA 94005",75
"California","8017 Atlantic Ave Cudahy CA 90201",1
"California","806 S Airport Blvd San Francisco CA 94128",417
"California","8060 Frost Street San Diego CA 92123",104
"California","8130 Enterprise Drive Newark CA 94560",51
"California","819 Buena Vista St Duarte CA 91010",96
"California","8200 Stockdale Hwy B1 Bakersfield CA 93311",9
"California","821 San Antonio Road Palo Alto CA 94303",18
"California","827 Pacific Avenue San Francisco CA 94133",68
"California","8360 Belvedere Ave Sacramento CA 95826",112
"California","8380 Pardee Drive Oakland CA 94621",142
"California","847 Gibraltar Drive Milpitas CA 95035",155
"California","85 Willow Road Menlo Park CA 94025",246
"California","850 Hansen Way Palo Alto CA 94304",20
"California","850 Thurman Street Lodi CA 95240",1
"California","8510 Genesee Avenue Costa Verde Shopping Center San Diego CA 92122",75
"California","855 E Levin Avenue Tulare CA 93274",1
"California","8575 Laguna Grove Drive Elk Grove CA 95757",229
"California","8581 Laguna Grove Drive Elk Grove CA 95757",61
"California","8585 Laguna Grove Drive Elk Grove CA 95757",59
"California","8675 Genesee Avenue Suite 1200 San Diego CA 92122",61
"California","875 Howard St, 6th Floor San Francisco CA 94109",40
"California","88100 58th Avenue Thermal CA 92274",22
"California","8850 Grossmont Blvd. La Mesa CA 91942",22
"California","888 Marin Street Suite B San Francisco CA 94124",31
"California","889 Murray Ave San Luis Obispo CA 93405",22
"California","8910 University Center Lane, Suite 300 San Diego CA 92122",14
"California","8941 Atlanta Ave, Suite 402 Huntington Beach CA 92646",12
"California","8970 La Mesa Blvd. La Mesa CA 91942",150
"California","900 Discovery Way Sunnyvale CA 94089",98
"California","900 Saginaw Drive Redwood City CA 94063",27
"California","9000 Sunset Boulevard, Suite 1010 West Hollywood CA 90069",13
"California","901 Bay Marina Drive National City CA 91950",62
"California","901 E. Alosta Ave. Azusa CA 91702",80
"California","901 Page Avenue Fremont CA 94538",20
"California","901 S. Leslie Street La Habra CA 90631",78
"California","904 Caribbean Drive Sunnyvale CA 94089",250
"California","905 11th Avenue Sunnyvale CA 94089",55
"California","914-918 Caribbean Drive Sunnyvale CA 94089",1
"California","9191 Towne Centre Drive San Diego CA 92122",143
"California","9333 Imperial Hwy Downey CA 90242",8
"California","9350 Rayo Ave. South Gate CA 90280",50
"California","9360 Towne Centre Drive San Diego CA 92121",23
"California","940 S. Santa Fe Avenue Vista CA 92084",45
"California","9401 Cleveland Ave Riverside CA 92503",1
"California","9440 Carroll Park Drive San Diego CA 92121",141
"California","950 7th St. Novato CA 94945",1
"California","950 West 190th Street Torrance CA 90502",53
"California","951 SanDisk Drive Milpitas CA 95035",86
"California","960 Central Expy Santa Clara CA 95050",225
"California","960 W. 16th Street Costa Mesa CA 92627",8
"California","9609 Waples St. Waples II San Diego CA 92121",4
"California","9635 Laurel Canyon Blvd Arleta CA 91331",1
"California","970 E. Continental Ave. Tulare CA 93274",308
"California","9700 Toledo Way Irvine CA 92618",53
"California","972 Admiral Callaghan Lane Vallejo CA 94591",1
"California","975 Island Drive Redwood City CA 94065",61
"California","9750 Irvine Boulevard Irvine CA 92618",2
"California","9776 West Stockton Blvd. Elk Grove CA 95757",65
"California","9877 Waples St. San Diego CA 92121",37
"California","9877 Waples St. Waples San Diego CA 92121",161
"California","990 Enchanted Way #100 Simi Valley CA 93065",20
"California","990 Hamilton Court Menlo Park CA 94025",46
"California","990 West 190th Street Torrance CA 90502",34
"California","9994 County Farm Rd Riverside CA 92503",44
"California","Adelanto",225
"California","Agoura Hills",643
"California","Alameda",1724
"California","Albany",132
"California","Alhambra",411
"California","Aliso Viejo",1790
"California","Alpine",1
"California","Altadena",141
"California","Alviso",189
"California","American",72
"California","American Canyon",212
"California","Anaheim",12495
"California","Anderson",8
"California","Angels Camp",54
"California","Angelus Oaks",8
"California","Antelope",55
"California","Antioch",515
"California","Apple Valley",247
"California","Aptos",186
"California","Arcadia",2445
"California","Arcata",429
"California","Arleta",46
"California","Arroyo Grande",81
"California","Artesia",49
"California","Arvin",268
"California","Atascadero",63
"California","Atherton",129
"California","Atwater",123
"California","Auberry",95
"California","Auburn",160
"California","Avalon",23
"California","Azusa",1097
"California","Bakersfield",9791
"California","Baldwin Park",1735
"California","Ballard",33
"California","Ballico",544
"California","Banning",99
"California","Barstow",504
"California","Beale Afb",77
"California","Bell Gardens",3142
"California","Bellflower",367
"California","Belmont",227
"California","Benicia",904
"California","Berkeley",3730
"California","Beverly Hills",7655
"California","Bicycle Lake Army Airfield 6201A Westbrook Ave. Fort Irwin CA 92310",12
"California","Big Bear City",21
"California","Big Bear Lake",17
"California","Big Sur",458
"California","Bldg. 873 Rogers Rd. NAS North Island San Diego CA 92135",70
"California","Bloomington",111
"California","Blythe",87
"California","Bodega Bay",111
"California","Boron",22
"California","Borrego Springs",37
"California","Brawley",69
"California","Brea",3758
"California","Brentwood",154
"California","Brisbane",1125
"California","Buellton",179
"California","Buena Park",2423
"California","Building 6100 Barstow Road Fort Irwin CA 92310",48
"California","Burbank",8270
"California","Burlingame",3478
"California","CERRITOS",120
"California","CITY OF INDUSTRY",67
"California","Cabazon",233
"California","Calabasas",241
"California","Calexico",84
"California","California City",62
"California","Calistoga",368
"California","Camarillo",2038
"California","Cambria",16
"California","Camp Pendelton",7
"California","Camp Pendleton",30
"California","Campbell",1246
"California","Canoga Park",497
"California","Canyon Country",95
"California","Capistrano Beach",98
"California","Capitola",667
"California","Cardiff By The Sea",115
"California","Carlsbad",10700
"California","Carmel",2173
"California","Carmel By The Sea",145
"California","Carmel Valley",202
"California","Carmichael",72
"California","Carpinteria",323
"California","Carson",3553
"California","Castro Valley",123
"California","Castroville",235
"California","Cathedral City",401
"California","Ceres",53
"California","Cerritos",2843
"California","Chatsworth",2682
"California","Chester",3
"California","Chico",2726
"California","China Lake",293
"California","Chino",2323
"California","Chino Hills",516
"California","Chowchilla",362
"California","Chula Vista",2807
"California","Citrus Heights",681
"California","City of Industry",2303
"California","Clairemont",48
"California","Claremont",941
"California","Cloverdale",191
"California","Clovis",2321
"California","Coachella",148
"California","Coalinga",130
"California","Coarsegold",2099
"California","Colma",1198
"California","Colton",1517
"California","Colusa",30
"California","Commerce",2228
"California","Compton",2143
"California","Concord",2585
"California","Cordova",185
"California","Corona",3771
"California","Corona Del Mar",162
"California","Coronado",3717
"California","Corte Madera",833
"California","Costa Mesa",3423
"California","Cotati",446
"California","Coto De Caza",1
"California","Covina",610
"California","Crescent City",6
"California","Crockett",226
"California","Crows Landing",270
"California","Cudahy",117
"California","Culver City",4419
"California","Cupertino",1870
"California","Cypress",1415
"California","Daly City",2642
"California","Dana Point",2369
"California","Danville",760
"California","Davis",450
"California","Death Valley",670
"California","Del Mar",1293
"California","Del Rey Oaks",121
"California","Delano",889
"California","Denair",23
"California","Desert Hot Springs",122
"California","Diablo",184
"California","Diamond Bar",175
"California","Dinuba",296
"California","Dixon",396
"California","Downey",1500
"California","Duarte",691
"California","Dublin",811
"California","East Rancho Dominguez",52
"California","Eastvale",180
"California","Edison",53
"California","Edwards",1236
"California","El Cajon",1393
"California","El Centro",806
"California","El Cerrito",17
"California","El Dorado Hills",559
"California","El Monte",1143
"California","El Portal",30
"California","El Segundo",8167
"California","Elk Grove",954
"California","Emeryville",2595
"California","Encinitas",443
"California","Encino",552
"California","Escalon",28
"California","Escondido",1543
"California","Eureka",52
"California","Exeter",453
"California","FULLERTON",98
"California","Fair Oaks",6
"California","Fairfield",720
"California","Fallbrook",546
"California","Farmersville",8
"California","Fawnskin",89
"California","Felton",608
"California","Fillmore",21
"California","Firebaugh",96
"California","Fish Camp",343
"California","Folsom",2753
"California","Fontana",3325
"California","Foothill Ranch",2097
"California","Fort Bragg",505
"California","Fort Hunter Liggett, Building 3360 Hunter Liggett Road Jolon CA 93928",48
"California","Fort Hunter Liggett, Building 3360, Hunter Liggett Road Jolon CA 93928",51
"California","Fort Irwin",3634
"California","Foster City",613
"California","Fountain Valley",1024
"California","Fowler",53
"California","Fremont",16447
"California","French Camp",5
"California","Fresno",7258
"California","Fullerton",2486
"California","Funner",1440
"California","Galt",50
"California","Garces Drive and Vidal Drive San Francisco CA 94132",2
"California","Garden Grove",5610
"California","Gardena",7434
"California","Geyersville",90
"California","Gilroy",988
"California","Glen Ellen",58
"California","Glendale",5622
"California","Glendora",450
"California","Gold River",72
"California","Goleta",712
"California","Gonzales",793
"California","Granada Hills",89
"California","Grand Terrace",201
"California","Grass Valley",31
"California","Greenbrae",1
"California","Gridley",137
"California","Grover Beach",1
"California","Guadalupe",129
"California","Hacienda",402
"California","Hacienda Heights",51
"California","Half Moon Bay",1579
"California","Hanford",541
"California","Harbor City",473
"California","Hawaiian Gardens",4392
"California","Hawthorne",1562
"California","Hayward",3797
"California","Healdsburg",523
"California","Heber",9
"California","Helm",102
"California","Hemet",615
"California","Hercules",112
"California","Herlong",119
"California","Hermosa Beach",139
"California","Hesperia",43
"California","Highland",1533
"California","Hollister",264
"California","Hollywood",563
"California","Hueneme",2
"California","Huntington",369
"California","Huntington Beach",5462
"California","Huntington Park",722
"California","Imperial",81
"California","Indian Wells",1994
"California","Indio",604
"California","Industry",197
"California","Inglewood",3336
"California","Ione",103
"California","Irvine",NA
"California","Irwindale",709
"California","Jackson",1
"California","Jamul",650
"California","Jenner",51
"California","Jolon",218
"California","Joshua Tree",541
"California","Jurupa Valley",129
"California","Kentfield",51
"California","Kerman",2574
"California","King City",55
"California","Kingsburg",72
"California","Korbel",118
"California","LAX Tom Bradley Terminal 380 World Way, Box N-22 Los Angeles CA 90045",49
"California","La Canada",103
"California","La Canada Flintridge",304
"California","La Crescenta",176
"California","La Habra",358
"California","La Habra Heights",68
"California","La Jolla",3326
"California","La Mesa",941
"California","La Mirada",820
"California","La Palma",578
"California","La Puente",1481
"California","La Quinta",1360
"California","La Verne",57
"California","Ladera Ranch",75
"California","Lafayette",175
"California","Laguna Beach",978
"California","Laguna Hills",456
"California","Laguna Niguel",2186
"California","Laguna Woods",968
"California","Lake Arrowhead",359
"California","Lake Elsinore",334
"California","Lake Forest",2038
"California","Lakeside",127
"California","Lakeview",72
"California","Lakewood",555
"California","Lancaster",1087
"California","Larkspur",65
"California","Lathrop",1026
"California","Laytonville",336
"California","Lebec",118
"California","Lemoore",995
"California","Lincoln",553
"California","Lindsay",98
"California","Livermore",4563
"California","Livingston",158
"California","Lodi",1558
"California","Loma Linda",360
"California","Lompoc",361
"California","Long Beach",14027
"California","Loomis",118
"California","Los Alamitos",295
"California","Los Altos",48
"California","Los Angeles",93167
"California","Los Banos",64
"California","Los Gatos",1127
"California","Los Osos",24
"California","Lost Hills",56
"California","Lynwood",2278
"California","Madera",48
"California","Madison",8
"California","Malibu",707
"California","Mammoth Lakes",879
"California","Manhattan",19
"California","Manhattan Beach",897
"California","Manteca",398
"California","Marina",28
"California","Marina Del Rey",1491
"California","Marina del Rey",151
"California","Mariposa",63
"California","Martinez",1029
"California","Marysville",238
"California","Mather",489
"California","Maywood",227
"California","Mc Farland",227
"California","Mcclellan",347
"California","Mckinleyville",23
"California","Mecca",391
"California","Menifee",76
"California","Menlo Park",3021
"California","Merced",562
"California","Mill Valley",322
"California","Millbrae",75
"California","Milpitas",4507
"California","Mira Loma",2960
"California","Mission Hills",444
"California","Mission Viejo",800
"California","Moda North II 5501 Oberlin Drive #105 San Diego CA 92121",8
"California","Moda West 4940 Carroll Canyon Road #120 San Diego CA 92121",7
"California","Modesto",6871
"California","Moffett Field",122
"California","Moffett Field Mountain View CA 94043",41
"California","Monrovia",795
"California","Montclair",269
"California","Montebello",1656
"California","Montecito",344
"California","Monterey",2110
"California","Monterey Park",1528
"California","Montrose",2
"California","Moorpark",197
"California","Moreno",1
"California","Moreno Valley",3124
"California","Morgan Hill",318
"California","Morro Bay",12
"California","Moss Landing",467
"California","Mountain Pass",474
"California","Mountain View",4815
"California","Murrieta",1872
"California","NAS North Island San Diego CA 92135",68
"California","Napa",1585
"California","National City",990
"California","Naval Base Point Loma 4045 Hancock St San Diego CA 92110",25
"California","Newark",2611
"California","Newbury Park",1671
"California","Newhall",1
"California","Newman",1
"California","Newport Beach",7209
"California","Newport Coast",183
"California","Niland",4
"California","Nipomo",15
"California","Norco",223
"California","North Highlands",201
"California","North Hills",569
"California","North Hollywood",1918
"California","Northridge",2147
"California","Norwalk",477
"California","Novato",315
"California","Nuevo",87
"California","Oak View",20
"California","Oakdale",250
"California","Oakland",9061
"California","Oakley",28
"California","Oakville",60
"California","Occidental",140
"California","Oceanside",2451
"California","Ojai",759
"California","Olympic Valley",502
"California","One Baxter Way, Suite 260 Westlake Village CA 91362",6
"California","One Legoland Drive Carlsbad CA 92008",558
"California","Ontaio",110
"California","Ontario",8960
"California","Operations Group Building 990, Inner Loop Road Fort Irwin CA 92310",114
"California","Orange",4366
"California","Orangevale",111
"California","Orcutt",73
"California","Orland",92
"California","Oroville",1
"California","Oxnard",6661
"California","Pacheco",371
"California","Pacific Grove",47
"California","Pacific Palisades",257
"California","Pacoima",275
"California","Palm Desert",3323
"California","Palm Springs",2989
"California","Palmdale",1714
"California","Palo Alto",7758
"California","Panorama City",79
"California","Paradise",1601
"California","Paramount",976
"California","Pasadena",5164
"California","Paso Robles",230
"California","Patterson",45
"California","Pauma Valley",7
"California","Pebble Beach",2749
"California","Perris",489
"California","Petaluma",875
"California","Pico Rivera",1054
"California","Pinole",120
"California","Pismo Beach",293
"California","Pittsburg",4557
"California","Placentia",177
"California","Placerville",55
"California","Playa Del Rey",53
"California","Playa Vista",217
"California","Pleasant Grove",281
"California","Pleasant Hill",724
"California","Pleasanton",2351
"California","Point Mugu Nawc",6
"California","Pomona",3551
"California","Port Hueneme",2
"California","Port Magu NAWC",1
"California","Porter Ranch",161
"California","Porterville",364
"California","Poway",876
"California","Quincy",64
"California","Rancho",1033
"California","Rancho Cordova",3413
"California","Rancho Cucamonga",2843
"California","Rancho Dominguez",418
"California","Rancho Mirage",2336
"California","Rancho Palos Verdes",2618
"California","Rancho Santa",92
"California","Rancho Santa Fe",1451
"California","Rancho Santa Margarita",15
"California","Red Bluff",11
"California","Redding",1314
"California","Redlands",1688
"California","Redondo Beach",884
"California","Redwood City",4236
"California","Reedley",413
"California","Reseda",252
"California","Rialto",887
"California","Richmond",1680
"California","Ridgecrest",26
"California","Rio Linda",531
"California","Ripon",163
"California","Riverbank",1811
"California","Riverside",4933
"California","Rocklin",811
"California","Rodeo",99
"California","Rohnert Park",231
"California","Rolling Hills",17
"California","Rolling Hills Estate",50
"California","Rolling Hills Estates",195
"California","Rosamond",20
"California","Rosemead",751
"California","Roseville",3849
"California","Rowland Heights",1453
"California","Running Springs",183
"California","Rutherford",579
"California","SFO PO Box 251925 San Francisco CA 94125",12
"California","Sacramento",13464
"California","Saint Helena",1142
"California","Salida",57
"California","Salinas",1863
"California","San Ardo",101
"California","San Bernardino",4992
"California","San Bruno",1126
"California","San Carlos",532
"California","San Clemente",1477
"California","San Clemente Island Los Angeles CA 90731",37
"California","San Diego",78291
"California","San Dimas",1058
"California","San Fernando",1083
"California","San Francisco",81431
"California","San Gabriel",386
"California","San Jacinto",65
"California","San Jose",36502
"California","San Juan",183
"California","San Juan Bautista",27
"California","San Juan Capistrano",272
"California","San Leandro",2286
"California","San Lorenzo",351
"California","San Luis Obispo",4662
"California","San Marcos",1146
"California","San Marino",68
"California","San Martin",345
"California","San Mateo",2750
"California","San Pablo",976
"California","San Pedro",306
"California","San Rafael",1329
"California","San Ramon",3086
"California","San Ysidro",479
"California","Santa Ana",7812
"California","Santa Barbara",3419
"California","Santa Clara",16245
"California","Santa Clarita",1290
"California","Santa Clarity",373
"California","Santa Cruz",2414
"California","Santa Fe",456
"California","Santa Fe Springs",2934
"California","Santa Maria",2825
"California","Santa Monica",7359
"California","Santa Paula",61
"California","Santa Rosa",2507
"California","Santee",269
"California","Saratoga",341
"California","Sausalito",879
"California","Scotts Valley",410
"California","Seal Beach",405
"California","Seaside",526
"California","Sebastopol",7
"California","Selma",97
"California","Serna Center, 5735 47th Avenue Sacramento CA 95824",72
"California","Shafter",373
"California","Shasta Lake",16
"California","Shaver Lake",1
"California","Sherman Oaks",1072
"California","Signal Hill",349
"California","Simi Valley",1555
"California","Solana Beach",463
"California","Soledad",4
"California","Solvang",979
"California","Somis",74
"California","Sonoma",1275
"California","Sonora",230
"California","Soquel",13
"California","South El Monte",107
"California","South Gate",2318
"California","South Lake",19
"California","South Lake Tahoe",808
"California","South Pasadena",87
"California","South San",1903
"California","South San Francisco",3741
"California","Spreckels",161
"California","Stanford",334
"California","Stanton",249
"California","Stockton",6359
"California","Strathmore",219
"California","Studio City",1312
"California","Sun Valley",628
"California","Sunland",141
"California","Sunnyvale",6192
"California","Sutter Creek",56
"California","Sylmar",2019
"California","TARZANA",67
"California","Taft",1051
"California","Tahoe City",83
"California","Tarzana",141
"California","Tecate",7
"California","Tehachapi",526
"California","Temecula",NA
"California","Temple City",120
"California","Terminal Island",143
"California","Thermal",168
"California","Thornton",3
"California","Thousand Oaks",5665
"California","Thousand Palms",5
"California","Tiburon",68
"California","Torrance",10802
"California","Tracy",2375
"California","Trona",75
"California","Truckee",1890
"California","Tulare",1347
"California","Tupman",89
"California","Turlock",677
"California","Tustin",1600
"California","Twentynine Palms",2689
"California","Twin Peaks",42
"California","Ukiah",219
"California","Union City",1953
"California","Universal City",8672
"California","Upland",474
"California","VERNON",92
"California","Vacaville",1426
"California","Valencia",4746
"California","Vallejo",1291
"California","Valley Village",165
"California","Van Nuys",2251
"California","Vandenberg",216
"California","Vandenberg AFB",612
"California","Venice",532
"California","Ventura",3082
"California","Vernon",3047
"California","Victorville",1238
"California","Visalia",1779
"California","Vista",2855
"California","Wallace",1
"California","Walnut",287
"California","Walnut Creek",1286
"California","Wasco",17
"California","Watsonville",3509
"California","West",35
"California","West Covina",558
"California","West Hills",658
"California","West Hollywood",4339
"California","West Sacramento",1426
"California","Westlake Village",1283
"California","Westminister",17
"California","Westminster",372
"California","Westmorland",4
"California","Westwood",7
"California","Wheatland",154
"California","Whittier",1217
"California","Willits",21
"California","Willows",411
"California","Wilmington",1180
"California","Winchester",1
"California","Windsor",432
"California","Winters",111
"California","Woodland",487
"California","Woodland Hills",2615
"California","Yorba Linda",772
"California","Yosemite National",1718
"California","Yosemite National Park",1874
"California","Yountville",631
"California","Yreka",125
"California","Yuba City",433
"California","Yucaipa",3
"California","Yucca Valley",149
"California","d:115 S. West Street Tulare CA 93274",68
"Colorado",NA,NA
"Connecticut","Avon",26
"Connecticut","Bethel",106
"Connecticut","Bethlehem",36
"Connecticut","Bloomfield",514
"Connecticut","Bolton",7
"Connecticut","Branford",78
"Connecticut","Bridgeport",NA
"Connecticut","Bridgeport and Other CT sites",65
"Connecticut","Bristol",397
"Connecticut","Brookfield",650
"Connecticut","Brooklyn",19
"Connecticut","Colchester, Milford, Northford, Ridgefield, Tolland, Monroe, Norwalk, Old Saybrook",89
"Connecticut","Cromwell",61
"Connecticut","Danbury",607
"Connecticut","Dayville",51
"Connecticut","Derby",NA
"Connecticut","East Granby",197
"Connecticut","East Hartford",NA
"Connecticut","East Haven",65
"Connecticut","Enfield",NA
"Connecticut","Fairfield",392
"Connecticut","Farmington",396
"Connecticut","Greenwich",730
"Connecticut","Groton",250
"Connecticut","Guilford",100
"Connecticut","Hartford",NA
"Connecticut","Hartford, Bridgeport, Farmington, Enfield, East Windsor, Cos Cob, North Haven, New Haven, South Windsor, Southington, Stamford, Wethersfield, Woodbridge",747
"Connecticut","Lisbon, Mashantucket, Bristol, Farmington, Hartford, West Hartford",NA
"Connecticut","Manchester",178
"Connecticut","Manchester, Enfield, Milford, North Haven",295
"Connecticut","Mashantucket",211
"Connecticut","Meriden",397
"Connecticut","Middlebury, Guilford, Colchester",3
"Connecticut","Middlefield",68
"Connecticut","Middletown",46
"Connecticut","Milford",259
"Connecticut","Monroe",102
"Connecticut","Mystic",269
"Connecticut","Naugatuck",276
"Connecticut","New Britain",223
"Connecticut","New Canaan",60
"Connecticut","New Haven",592
"Connecticut","New London",59
"Connecticut","Newington",269
"Connecticut","Newtown",183
"Connecticut","North Grosvenordale",NA
"Connecticut","North Haven",69
"Connecticut","Norwalk",1071
"Connecticut","Norwich",443
"Connecticut","Not Indicated",6
"Connecticut","Not mentioned",157
"Connecticut","Old Saybrook",92
"Connecticut","Orange",220
"Connecticut","Oxford",41
"Connecticut","Plainville",26
"Connecticut","Remote",1
"Connecticut","Ridgefield",168
"Connecticut","Rocky Hill",321
"Connecticut","Rogers",50
"Connecticut","Shelton",831
"Connecticut","South Windsor",505
"Connecticut","Southbury; Derby",7
"Connecticut","Stamford",NA
"Connecticut","Stamford & Houston, TX",84
"Connecticut","Stamford, Branford",687
"Connecticut","Stamford, Greenwich, Riverside, New Canaan, Old Lyme, New Canaan, Newington, Mystic, Newington, Waterford, Riverside, Ridgefield, Danbury, Bristol",444
"Connecticut","Storrs; New Haven",76
"Connecticut","Stratford",445
"Connecticut","Suffield",201
"Connecticut","Thompson",63
"Connecticut","Tolland",NA
"Connecticut","Tolland; Milford",97
"Connecticut","Torrington",370
"Connecticut","Trumbull",421
"Connecticut","Uncasville",197
"Connecticut","Various Hartford locations",952
"Connecticut","Vernon, Milford",62
"Connecticut","Wallingford",2462
"Connecticut","Washington",98
"Connecticut","Waterbury",248
"Connecticut","Waterbury, Naugatuck",56
"Connecticut","West Hartford",491
"Connecticut","West Hartford, Southington, Orange, Newington, Wilton, New London, North Haven, Enfield, Shelton, Danbury",702
"Connecticut","West Haven",148
"Connecticut","Westport",7
"Connecticut","Westport, West Harford, Stamford",190
"Connecticut","Wethersfield",18
"Connecticut","Willimantic",21
"Connecticut","Windsor",1003
"Connecticut","Windsor Locks",411
"Connecticut","Windsor Locks; Danbury: New Haven",23
"Connecticut","Woodstock",127
"Connecticut",NA,139
"Delaware","Buffalo",721
"Delaware","Claymont",375
"Delaware","Cleveland",190
"Delaware","Delaware City",NA
"Delaware","Dover",325
"Delaware","East Northport",51
"Delaware","Edge Moor",203
"Delaware","Garden City",12
"Delaware","Glasgow",82
"Delaware","Harbeson",99
"Delaware","Harrington",95
"Delaware","Middletown",229
"Delaware","Milford",313
"Delaware","Millsboro",426
"Delaware","Milton",169
"Delaware","New Castle",851
"Delaware","Newark",4696
"Delaware","Rehoboth Beach",765
"Delaware","Seaford",627
"Delaware","Wilmington",6454
"Florida","Altamonte Springs",173
"Florida","Altoona",46
"Florida","Amelia Island",638
"Florida","Apoka",31
"Florida","Apopka",153
"Florida","Auburndale",58
"Florida","Aventura",565
"Florida","Avon Park",127
"Florida","Bal Harbour",880
"Florida","Boca Raton",3426
"Florida","Bonita Springs",364
"Florida","Bowling Green",548
"Florida","Boynton Beach",233
"Florida","Bradenton",15
"Florida","Brandon",1628
"Florida","Brooksville",410
"Florida","Cantonment",354
"Florida","Cape Canaveral",114
"Florida","Cape Canaveral AF Station Patrck Air Force Base",169
"Florida","Cape Canaveral Air Force Stati Patrick Air Force Base",102
"Florida","Cape Coral",8
"Florida","Captiva",492
"Florida","Casselberry",26
"Florida","Celebration",108
"Florida","Center Hill",214
"Florida","Championsgate",541
"Florida","Chattahoochee",77
"Florida","Clear Water",10
"Florida","Clear Water Beach",74
"Florida","Clearwater",2554
"Florida","Clermont",57
"Florida","Clewiston",98
"Florida","Cocoa",13
"Florida","Cocoa Beach",71
"Florida","Coconut Creek",204
"Florida","Coconut Grove",184
"Florida","Coral Gables",832
"Florida","Coral Springs",618
"Florida","Crestview",9
"Florida","Crystal River",117
"Florida","Dade City",4
"Florida","Dania",170
"Florida","Davenport",130
"Florida","Davie",219
"Florida","Dayton Beach",103
"Florida","Daytona Beach",1203
"Florida","Deerfield",149
"Florida","Deerfield Beach",314
"Florida","Defuniak Springs",13
"Florida","Deland",371
"Florida","Delray Beach",90
"Florida","Delray Bech",14
"Florida","Deltona",193
"Florida","Destin",69
"Florida","Doral",2465
"Florida","Duck Key",829
"Florida","Eglin AFB",641
"Florida","Eglin Air Force Base",309
"Florida","Elgin AFB",224
"Florida","Ellenton",1
"Florida","Estero",59
"Florida","Eustis",33
"Florida","Fern Park",193
"Florida","Florida City",74
"Florida","Fort Lauderadale",971
"Florida","Fort Lauderdale",7644
"Florida","Fort Myers",2108
"Florida","Fort Myers Beach",301
"Florida","Fort Pierce",313
"Florida","Fort Walton Beach",327
"Florida","Fr. Myers",50
"Florida","Gainesville",2879
"Florida","Graceville",213
